type,queue,priority,language,tag_1,tag_2,tag_3,tag_4,text_preview
Change,Sales and Pre-Sales,medium,de,Feedback,Sales,IT,Tech Support,support request for adjusting sales strategies dear customer support team i am writing to request ad
Incident,Technical Support,high,en,Incident,Resolution,IT,Bug,report on recent incident dear customer support team i am writing to report an incident with our saa
Incident,Technical Support,high,en,Network,Outage,Disruption,IT,support request for network outage the network outage has affected the data analysis tools used for 
Change,Product Support,medium,de,Security,IT,Tech Support,Feedback,verbesserung der sicherheitsmaßnahmen für krankenhaus it systeme lieber kundensupport ich schreibe i
Request,Billing and Payments,medium,en,Feedback,Sales,Documentation,,request for information on digital strategies for brand growth services could you provide more detai
Problem,Sales and Pre-Sales,low,de,Bug,Performance,Documentation,IT,issues with data collection issues with data collection mysql postgresql inaccurate investment analy
Incident,Technical Support,low,en,Technical,Bug,Documentation,Resolution,problem with saas dashboard loading i am contacting you to report an issue where the saas dashboard 
Incident,Product Support,high,en,Bug,Disruption,Hardware,Software,support request for critical issue dear support team we are reporting a significant issue that has a
Problem,Product Support,high,en,Security,Breach,Training,Feedback,problem with medical data security during vr training a medical data leak occurred during a vr train
Incident,Product Support,high,de,Bug,Performance,IT,Tech Support,technical support request experiencing critical errors on the saas platform recent api updates may h
Incident,Product Support,medium,de,Technical,Bug,Crash,Feedback,unerwarteter halt der kampagne hier ist eine kurze erklärung des problems die digitalen kampagnen si
Change,IT Support,high,en,Technical,Integration,Collaboration,Feedback,inquiry about video conferencing integration with ulysses dear customer support ni am writing to inq
Incident,Returns and Exchanges,medium,en,Bug,Performance,IT,Tech Support,compatibility problem after latest software updates new updates have resulted in problems with micro
Problem,Customer Service,medium,en,Crash,Outage,Technical,Resolution,investment analytics platform experienced unexpected crash hello customer support i am contacting yo
Request,Billing and Payments,medium,de,Backup,Security,IT,Tech Support,sicherung medizinischer daten auf macos systemen könnten sie informationen zur sicherung medizinisch
Request,Customer Service,medium,en,Feedback,IT,Tech Support,Performance,assistance with data analytics is it possible to get information on data analytics services that can
Incident,Billing and Payments,high,en,Billing,Customer,Payment,Resolution,problem with subscription fees i am encountering unanticipated charges across various subscription p
Incident,Service Outages and Maintenance,high,de,Customer,Strategy,Engagement,Outdated,assistance with brand growth strategy digital strategies have failed causing a halt in brand growth 
Incident,Product Support,high,en,Performance,Network,Feedback,IT,unusual reduction in website traffic there was an unexpected decrease in website traffic last week w
Request,Product Support,medium,en,Security,Technical,Integration,RapidMiner,security measures for medical data in rapidminer and aws integration what security measures are advi
Incident,Returns and Exchanges,medium,en,Technical,Product,Bug,Performance,problem with investment predictions tool hello customer support i am contacting you to report an iss
Problem,IT Support,high,de,Technical,Performance,Resolution,Feedback,langsame ladegeschwindigkeit des dashboards aufgrund fehlender ressourcen das dashboard lädt aufgrun
Incident,IT Support,high,de,Technical,Security,Breach,Crash,plötzlich stoppt die verschlüsselung medizinischer daten die verschlüsselung der medizinischen daten
Problem,IT Support,high,en,Bug,Performance,Feedback,IT,problem with investment forecast analysis recent data analysis has not produced accurate investment 
Incident,Technical Support,medium,de,Technical,Dashboard,Issue,Data,issue regarding dashboard inputs the website analysis dashboards are not displaying any data
Incident,Technical Support,medium,en,Technical,Bug,Performance,Crash,issue with data analytics platform i would like to report a problem with the data analytics platform
Change,Technical Support,high,en,Feedback,Performance,IT,Tech Support,urgent assistance for digital strategy optimization i need immediate support to optimize our digital
Change,IT Support,medium,de,Feature,Performance,Feedback,IT,support for data analysis tools dear customer service i hope you can assist me with optimizing our d
Request,IT Support,medium,de,Feedback,Sales,Feature,Documentation,digital brand growth can digital strategies provide insights into increasing brand awareness i am pa
Incident,Technical Support,medium,de,Outage,Disruption,Resolution,Hardware,abmeldungen sehr geehrte kundensupport ich melde mich zum problem mit dem zugriff auf medizinische d
Incident,IT Support,high,en,Security,Virus,IT,Tech Support,support concerning unauthorized access event an unauthorized access alert was triggered in the hospi
Incident,IT Support,low,de,Technical,Integration,Bug,Crash,botschaft zur integration von software vom heutigen tag die software integration ist fehlgeschlagen 
Incident,Returns and Exchanges,low,en,Technical,Product,Feedback,Resolution,support concerning investment recommendations dear customer support n ni am contacting you to addres
Request,Billing and Payments,medium,en,Security,Technical,Compliance,Documentation,security measures for medical information storage hello customer support i am contacting you to requ
Change,Technical Support,high,en,Feature,Feedback,IT,Tech Support,request for enhancing the user interface of the saas platform i am writing to request improvements t
Incident,Technical Support,low,en,Technical,Integration,Bug,Elasticsearch,trouble with jira integration unexpected failure in the jira software integration has been reported 
Incident,Billing and Payments,low,de,Billing,Payment,Account,IT,fachliche unterstützung für abrechnungsunterschiede bei saas dienstleistung erforderlich es ist eine
Problem,IT Support,medium,en,Technical,Bug,Maintenance,Resolution,digital marketing tools malfunctioned unexpectedly the tools have stopped working properly and there
Incident,Customer Service,high,en,Bug,Performance,IT,Tech Support,investment tool malfunction the investment optimization tools are not functioning correctly leading 
Incident,Human Resources,low,de,Bug,Performance,IT,Tech Support,problems with data analysis tools encountered issues with the data analysis platform conflicts trace
